Category,Reviews,Type,Content Rating,Genres,SizeNew,InstallsNew,PriceNew,LastUpdatedNewYear,LastUpdatedNewMonth,LastUpdatedNewDay,AndroidVerNew,ReviewGroupNew
LIFESTYLE,95557,0,Everyone,Lifestyle,0.16,10000000,0.0,2018,7,23,4.0,3
MEDICAL,2,1,Everyone,Medical,0.2,100,9.99,2016,7,9,4.0,0
MEDICAL,315,0,Everyone,Medical,0.22,100000,0.0,2017,10,10,4.0,1
SPORTS,9,0,Everyone,Sports,0.035,500,0.0,2017,3,22,4.0,0
TOOLS,409,0,Everyone,Tools,0.079,50000,0.0,2018,5,25,2.2,1
SPORTS,0,0,Everyone,Sports,0.26,1,0.0,2018,3,18,4.1,0
FAMILY,0,0,Everyone 10+,Strategy,0.3928871096877502,5,0.0,2015,8,28,3.8377519379844967,0
TOOLS,7,0,Everyone,Tools,0.29,1000,0.0,2018,6,27,4.1,0
TOOLS,90831,0,Everyone,Tools,0.043,10000000,0.0,2017,6,18,4.2,3
FAMILY,117,0,Everyone,Education,0.13,10000,0.0,2017,11,21,6.0,1
TOOLS,177,0,Everyone,Tools,0.027999999999999997,10000,0.0,2015,5,4,2.3,1
GAME,1300490,0,Everyone,Puzzle,0.78,50000000,0.0,2018,7,20,4.0,3
ART_AND_DESIGN,7,0,Everyone,Art & Design,0.055999999999999994,5000,0.0,2018,5,30,2.3,0
GAME,2628,0,Teen,Adventure,0.45,100000,0.0,2017,5,22,4.2,2
GAME,38,0,Everyone,Arcade,0.29,1000,0.0,2016,6,29,3.1,1
NEWS_AND_MAGAZINES,1820,0,Everyone,News & Magazines,0.3928871096877502,100000,0.0,2018,7,5,3.8377519379844967,2
GAME,15403,0,Everyone,Casual,0.25,1000000,0.0,2018,8,2,4.1,2
FINANCE,78306,0,Everyone,Finance,0.46,5000000,0.0,2018,7,31,4.4,3
LIFESTYLE,5,0,Everyone,Lifestyle,0.095,100,0.0,2015,5,13,4.0,0
FAMILY,103,0,Everyone,Simulation,0.36,10000,0.0,2017,10,30,4.1,1
FINANCE,3856,0,Everyone,Finance,0.08199999999999999,1000000,0.0,2018,7,31,4.4,2
FAMILY,681,0,Everyone,Education,0.48,100000,0.0,2014,7,3,2.2,1
SPORTS,1690802,0,Everyone,Sports,0.58,50000000,0.0,2018,5,21,4.0,3
PERSONALIZATION,18280,0,Everyone,Personalization,0.06,1000000,0.0,2015,1,8,1.6,2
PRODUCTIVITY,280,0,Everyone,Productivity,0.1,50000,0.0,2014,11,14,4.0,1
COMICS,516,0,Everyone,Comics;Creativity,0.12,50000,0.0,2018,8,3,4.4,1
BOOKS_AND_REFERENCE,7,0,Everyone,Books & Reference,0.12,1000,0.0,2018,3,19,4.4,0
PERSONALIZATION,97890,1,Everyone,Personalization,0.14,1000000,2.49,2016,8,24,2.3,3
HOUSE_AND_HOME,118,0,Everyone,House & Home,0.72,50000,0.0,2018,7,10,5.0,1
FAMILY,11436,0,Everyone,Casual;Brain Games,0.15,1000000,0.0,2018,4,17,4.0,2
DATING,8,0,Mature 17+,Dating,0.09300000000000001,5000,0.0,2018,7,2,4.0,0
BOOKS_AND_REFERENCE,155446,0,Teen,Books & Reference,0.3928871096877502,10000000,0.0,2018,4,25,3.8377519379844967,3
SOCIAL,10743,0,Teen,Social,0.3928871096877502,500000,0.0,2017,12,28,4.1,2
COMICS,4205,0,Teen,Comics,0.1,100000,0.0,2018,7,13,4.0,2
TOOLS,319,1,Everyone,Tools,0.011000000000000001,10000,2.99,2018,7,3,4.4,1
FAMILY,20292,0,Everyone,Educational;Creativity,0.47,1000000,0.0,2015,5,24,2.3,2
LIFESTYLE,6627,0,Everyone,Lifestyle,0.18,500000,0.0,2018,8,1,4.4,2
FINANCE,5,0,Everyone,Finance,0.3,1000,0.0,2018,4,25,5.0,0
MEDICAL,0,0,Everyone,Medical,0.16,10,0.0,2018,8,1,4.1,0
PRODUCTIVITY,84,1,Mature 17+,Productivity,0.23,1000,4.29,2016,4,29,3.2,1
FAMILY,70903,0,Everyone 10+,Role Playing,0.47,1000000,0.0,2016,10,27,2.3,3
