Category,Reviews,Type,Content Rating,Genres,SizeNew,InstallsNew,PriceNew,LastUpdatedNewYear,LastUpdatedNewMonth,LastUpdatedNewDay,AndroidVerNew,ReviewGroupNew
COMMUNICATION,1520,0,Everyone,Communication,0.052000000000000005,100000,0.0,2016,12,31,4.4,2
ENTERTAINMENT,50725,0,Everyone,Entertainment,0.19,5000000,0.0,2018,5,25,4.0,3
TOOLS,26,0,Everyone,Tools,0.022000000000000002,5000,0.0,2015,11,2,2.3,1
COMMUNICATION,2451083,0,Teen,Communication,0.3928871096877502,100000000,0.0,2018,8,3,3.8377519379844967,3
FAMILY,1,0,Everyone,Education,8.74,100,0.0,2015,5,27,4.0,0
FAMILY,1,0,Everyone,Entertainment,0.59,100,0.0,2018,5,24,4.4,0
BOOKS_AND_REFERENCE,363934,0,Everyone,Books & Reference,0.071,10000000,0.0,2018,7,11,4.1,3
HOUSE_AND_HOME,71419,0,Everyone,House & Home,0.3928871096877502,5000000,0.0,2018,7,24,3.8377519379844967,3
FAMILY,10,0,Everyone,Entertainment,7.17,5000,0.0,2016,6,22,4.0,0
GAME,119368,0,Teen,Action,0.19,10000000,0.0,2017,2,21,2.3,3
FINANCE,58,0,Everyone,Finance,0.027000000000000003,10000,0.0,2015,12,9,3.0,1
TRAVEL_AND_LOCAL,1609,0,Everyone,Travel & Local,0.04,100000,0.0,2018,4,26,4.1,2
FOOD_AND_DRINK,131569,0,Everyone,Food & Drink,0.08199999999999999,10000000,0.0,2018,8,3,4.2,3
HEALTH_AND_FITNESS,0,0,Everyone,Health & Fitness,0.12,10,0.0,2018,8,7,5.0,0
GAME,41089,0,Teen,Action,0.42,5000000,0.0,2018,7,25,4.1,3
FAMILY,398746,0,Everyone 10+,Strategy,0.3928871096877502,10000000,0.0,2018,8,6,4.1,3
FAMILY,3,0,Everyone,Entertainment,0.018000000000000002,100,0.0,2018,3,5,4.1,0
GAME,3322,0,Mature 17+,Action,0.82,100000,0.0,2017,3,2,2.3,2
FAMILY,7252,0,Everyone,Education,0.092,500000,0.0,2018,8,2,4.0,2
FAMILY,84114,1,Everyone 10+,Puzzle,0.23,500000,0.99,2018,7,5,2.0,3
FAMILY,31970,0,Everyone,Puzzle,0.77,1000000,0.0,2017,6,7,3.8377519379844967,3
MEDICAL,0,0,Everyone,Medical,0.29,50,0.0,2017,10,6,4.0,0
FINANCE,37,0,Everyone,Finance,0.039,5000,0.0,2017,11,16,4.0,1
BOOKS_AND_REFERENCE,2914724,0,Teen,Books & Reference,0.3928871096877502,100000000,0.0,2018,8,1,3.8377519379844967,3
ART_AND_DESIGN,167,0,Everyone,Art & Design,0.055999999999999994,50000,0.0,2017,3,26,2.3,1
PRODUCTIVITY,626,0,Everyone,Productivity,0.012,100000,0.0,2015,6,23,3.2,1
MEDICAL,0,0,Everyone 10+,Medical,0.2,10,0.0,2018,7,26,4.1,0
BEAUTY,9,0,Everyone,Beauty,0.034,5000,0.0,2018,6,7,4.0,0
HEALTH_AND_FITNESS,2,0,Teen,Health & Fitness,9.57,100,0.0,2017,11,13,2.0,0
FOOD_AND_DRINK,1398,0,Everyone 10+,Food & Drink,0.1,100000,0.0,2018,6,14,4.0,2
GAME,492,0,Teen,Action,0.63,100000,0.0,2017,4,6,4.0,1
PHOTOGRAPHY,914804,0,Everyone,Photography,0.3928871096877502,50000000,0.0,2018,7,22,4.4,3
FINANCE,36,1,Everyone,Finance,0.094,1000,1.99,2015,11,16,2.3,1
GAME,299,0,Everyone,Racing,0.25,10000,0.0,2017,11,10,4.1,1
AUTO_AND_VEHICLES,25,0,Everyone,Auto & Vehicles,0.065,10000,0.0,2017,8,2,4.2,1
BUSINESS,537,0,Everyone,Business,0.3928871096877502,100000,0.0,2018,5,25,3.8377519379844967,1
BUSINESS,15830,0,Everyone,Business,0.3928871096877502,1000000,0.0,2018,7,19,3.8377519379844967,2
TRAVEL_AND_LOCAL,0,0,Everyone,Travel & Local,0.22,100,0.0,2018,4,2,4.4,0
FAMILY,254861,0,Teen,Simulation,0.52,10000000,0.0,2018,8,1,4.4,3
FAMILY,242722,0,Teen,Role Playing,0.54,10000000,0.0,2018,7,9,4.0,3
PRODUCTIVITY,7566,0,Everyone,Productivity,0.04,500000,0.0,2018,7,21,4.1,2
BUSINESS,0,0,Everyone,Business,0.73,5,0.0,2018,3,22,4.1,0
PRODUCTIVITY,0,0,Everyone,Productivity,0.44,100,0.0,2018,3,26,5.0,0
WEATHER,1238,0,Everyone,Weather,0.047,100000,0.0,2014,12,17,2.3,2
GAME,250197,0,Teen,Action,0.44,5000000,0.0,2018,7,12,4.1,3
DATING,1,0,Mature 17+,Dating,0.087,500,0.0,2018,7,23,4.0,0
GAME,354373,0,Everyone 10+,Action,0.66,10000000,0.0,2017,10,12,4.1,3
VIDEO_PLAYERS,148715,0,Everyone,Video Players & Editors,0.033,10000000,0.0,2017,12,20,4.0,3
MEDICAL,4303,0,Everyone,Medical,0.3928871096877502,100000,0.0,2016,9,6,3.8377519379844967,2
PERSONALIZATION,114,0,Everyone,Personalization,0.03,10000,0.0,2016,3,18,4.0,1
BUSINESS,60,0,Everyone,Business,0.018000000000000002,10000,0.0,2018,6,1,4.1,1
FAMILY,405824,0,Everyone,Entertainment,0.3928871096877502,10000000,0.0,2018,8,4,4.2,3
ENTERTAINMENT,732,0,Everyone,Entertainment;Music & Video,0.3928871096877502,100000,0.0,2018,8,1,3.8377519379844967,1
PRODUCTIVITY,7,0,Teen,Productivity,0.18,1000,0.0,2018,6,10,5.0,0
FAMILY,16,0,Everyone,Simulation,0.33,500,0.0,2017,7,6,4.1,0
FAMILY,2,0,Teen,Puzzle,0.076,500,0.0,2016,11,29,4.0,0
BEAUTY,49790,0,Everyone,Beauty,0.14,1000000,0.0,2017,11,9,4.1,3
SOCIAL,795,0,Teen,Social,0.21,50000,0.0,2018,6,7,4.1,1
PRODUCTIVITY,4,0,Teen,Productivity,0.18,500,0.0,2018,6,7,5.0,0
FAMILY,143,1,Everyone,Music;Music & Video,0.044000000000000004,1000,1.99,2018,6,17,2.2,1
WEATHER,14051,1,Everyone,Weather,0.087,100000,3.99,2018,8,4,4.0,2
FAMILY,2,1,Everyone,Educational;Education,0.76,50,3.99,2016,1,8,4.0,0
FAMILY,52,0,Everyone 10+,Role Playing,0.32,10000,0.0,2018,2,26,4.1,1
PHOTOGRAPHY,4595,0,Everyone,Photography,0.025,100000,0.0,2017,9,4,4.0,2
MEDICAL,112,0,Everyone,Medical,0.13,1000,0.0,2018,7,12,4.4,1
FAMILY,4115,0,Everyone,Education,0.057999999999999996,100000,0.0,2018,7,8,4.0,2
FAMILY,22018,0,Teen,Casual,0.53,500000,0.0,2018,7,18,5.0,2
FAMILY,39,0,Everyone,Education,0.2,1000,0.0,2016,1,25,4.0,1
FAMILY,134,0,Teen,Simulation,0.3928871096877502,10000,0.0,2018,2,24,4.0,1
MEDICAL,15,1,Everyone,Medical,0.057999999999999996,1000,3.99,2018,8,1,4.1,0
MEDICAL,1545,0,Everyone,Medical,0.74,100000,0.0,2018,7,30,4.0,2
GAME,171448,0,Teen,Puzzle,0.13,10000000,0.0,2018,8,3,4.0,3
BOOKS_AND_REFERENCE,595,0,Everyone,Books & Reference,0.085,50000,0.0,2016,6,28,4.1,1
HEALTH_AND_FITNESS,8576,0,Everyone,Health & Fitness,0.3928871096877502,1000000,0.0,2018,7,28,3.8377519379844967,2
FAMILY,7379,0,Everyone,Entertainment,0.61,1000000,0.0,2017,3,28,4.4,2
FAMILY,4451317,0,Everyone,Casual,0.3928871096877502,50000000,0.0,2018,7,19,4.0,3
GAME,306764,0,Everyone,Trivia,0.29,10000000,0.0,2018,8,3,4.0,3
SOCIAL,3895,0,Teen,Social,0.3928871096877502,1000000,0.0,2018,6,27,4.4,2
SOCIAL,712,0,Teen,Social,0.21,100000,0.0,2018,3,5,4.1,1
ART_AND_DESIGN,203,0,Everyone,Art & Design,0.061,100000,0.0,2018,3,21,4.0,1
FAMILY,8,0,Everyone,Entertainment,0.13,1000,0.0,2018,7,13,4.1,0
WEATHER,3963,0,Everyone,Weather,0.23,100000,0.0,2018,7,17,4.2,2
BUSINESS,0,0,Everyone,Business,0.1,0,0.0,2018,8,6,4.1,0
SPORTS,2019,0,Everyone,Sports,0.41,100000,0.0,2018,7,20,4.4,2
FAMILY,382,0,Everyone,Education;Creativity,0.44,500000,0.0,2018,8,1,2.3,1
PERSONALIZATION,1042,0,Everyone,Personalization,4.04,100000,0.0,2014,8,5,4.0,2
LIFESTYLE,275,1,Everyone,Lifestyle,0.039,5000,2.99,2018,7,17,4.1,1
SOCIAL,22,0,Teen,Social,0.087,1000,0.0,2018,8,5,4.3,0
SPORTS,78442,0,Everyone,Sports,0.25,5000000,0.0,2018,6,22,4.1,3
FAMILY,77,0,Everyone,Education,0.069,5000,0.0,2018,1,5,5.0,1
TOOLS,1,0,Everyone,Tools,0.033,10,0.0,2018,5,24,4.0,0
GAME,8014,1,Everyone,Arcade,0.37,100000,2.99,2016,4,4,2.2,2
FAMILY,11,0,Everyone,Puzzle,0.092,1000,0.0,2017,9,9,4.0,0
TOOLS,10,0,Everyone,Tools,0.08199999999999999,10000,0.0,2017,7,28,4.1,0
COMMUNICATION,437674,0,Everyone,Communication,0.3928871096877502,10000000,0.0,2018,8,1,3.8377519379844967,3
SOCIAL,228737,0,Everyone,Social,0.3928871096877502,10000000,0.0,2016,7,12,3.8377519379844967,3
GAME,1480189,0,Everyone,Casual,0.3928871096877502,10000000,0.0,2018,8,2,3.8377519379844967,3
FAMILY,211,0,Everyone,Casual,0.14,10000,0.0,2016,11,21,2.3,1
FAMILY,10,0,Everyone,Education,0.052000000000000005,1000,0.0,2017,2,8,4.1,0
FAMILY,3235,0,Everyone,Educational;Action & Adventure,0.32,1000000,0.0,2018,6,20,4.0,2
FAMILY,6514,0,Everyone,Simulation,0.72,500000,0.0,2018,5,23,3.0,2
SOCIAL,64,0,Teen,Social,0.033,50000,0.0,2018,3,22,4.1,1
FAMILY,39038,0,Mature 17+,Entertainment,0.095,5000000,0.0,2018,6,6,4.4,3
TOOLS,5431,0,Everyone,Tools,0.013000000000000001,10000000,0.0,2017,11,13,6.0,2
TOOLS,61,0,Everyone,Tools,0.063,1000,0.0,2017,9,14,4.1,1
COMMUNICATION,4785892,0,Everyone,Communication,0.11,500000000,0.0,2018,6,8,4.0,3
VIDEO_PLAYERS,22,0,Everyone,Video Players & Editors,0.085,1000,0.0,2018,8,3,4.1,0
HEALTH_AND_FITNESS,27393,0,Mature 17+,Health & Fitness,0.59,1000000,0.0,2018,7,16,4.1,3
DATING,222888,0,Mature 17+,Dating,0.21,1000000,0.0,2018,7,17,4.1,3
GAME,52390,0,Everyone,Arcade,0.2,5000000,0.0,2018,5,4,2.0,3
MEDICAL,0,0,Everyone,Medical,0.13,10,0.0,2018,7,30,4.2,0
HOUSE_AND_HOME,3834,0,Everyone,House & Home,0.3,500000,0.0,2018,7,31,4.2,2
FAMILY,156,0,Everyone,Education;Education,0.43,10000,0.0,2018,6,30,4.1,1
TOOLS,412,1,Everyone,Tools,0.026000000000000002,5000,0.99,2015,3,12,3.0,1
FAMILY,985,0,Everyone,Entertainment;Brain Games,0.49,100000,0.0,2018,5,24,4.4,2
NEWS_AND_MAGAZINES,13950,0,Mature 17+,News & Magazines,0.3928871096877502,1000000,0.0,2018,8,6,3.8377519379844967,2
PHOTOGRAPHY,2,1,Everyone,Photography,0.33,100,9.99,2017,2,27,2.2,0
SPORTS,1660,0,Everyone,Sports,0.047,10000,0.0,2018,6,5,4.0,2
LIFESTYLE,7376,0,Everyone,Lifestyle,0.19,1000000,0.0,2018,1,11,4.1,2
GAME,3,0,Everyone,Action,0.14,10,0.0,2015,11,19,2.0,0
FAMILY,956,0,Teen,Entertainment,0.1,100000,0.0,2016,5,17,2.2,2
FAMILY,7,1,Everyone,Education,0.021,100,3.99,2017,3,23,4.0,0
FAMILY,174,0,Everyone,Simulation,0.44,10000,0.0,2017,7,18,2.3,1
PRODUCTIVITY,20,0,Everyone,Productivity,0.3928871096877502,100,0.0,2018,7,2,3.8377519379844967,0
FAMILY,949,0,Everyone,Entertainment,0.012,50000,0.0,2018,7,22,4.0,2
DATING,59,0,Everyone,Dating,0.38,5000,0.0,2018,7,19,4.3,1
PHOTOGRAPHY,14453,0,Everyone,Photography,0.21,1000000,0.0,2018,3,13,4.1,2
AUTO_AND_VEHICLES,4,0,Everyone,Auto & Vehicles,0.24,100,0.0,2016,10,28,4.0,0
FAMILY,1,0,Everyone,Entertainment,0.34,100,0.0,2017,9,1,4.1,0
FAMILY,1060,0,Everyone,Entertainment,0.025,100000,0.0,2018,2,17,4.0,2
AUTO_AND_VEHICLES,47,0,Everyone,Auto & Vehicles,0.58,1000,0.0,2016,11,11,2.3,1
COMMUNICATION,594728,0,Everyone,Communication,0.3928871096877502,50000000,0.0,2018,7,19,4.4,3
SHOPPING,3878,0,Everyone,Shopping,0.08800000000000001,100000,0.0,2018,5,8,4.1,2
FAMILY,1564,0,Everyone,Educational;Education,0.35,50000,0.0,2018,5,25,4.1,2
COMMUNICATION,1133501,0,Everyone,Communication,0.047,10000000,0.0,2016,4,1,4.0,3
ENTERTAINMENT,411683,0,Teen,Entertainment,0.24,50000000,0.0,2018,8,2,4.1,3
TOOLS,70,0,Everyone,Tools,0.032,1000,0.0,2018,1,19,4.1,1
PERSONALIZATION,1714,0,Everyone,Personalization,0.31,100000,0.0,2018,6,19,4.1,2
TOOLS,41,0,Everyone,Tools,0.23,10000,0.0,2018,6,3,2.3,1
BOOKS_AND_REFERENCE,10774,0,Everyone,Books & Reference,0.35,100000,0.0,2018,6,28,4.1,2
GAME,469,0,Everyone,Adventure,0.8,10000,0.0,2017,5,19,4.0,1
NEWS_AND_MAGAZINES,1071,0,Everyone,News & Magazines,0.09699999999999999,500000,0.0,2018,7,25,4.1,2
SHOPPING,28,0,Everyone,Shopping,0.021,1000,0.0,2017,1,7,3.0,1
SOCIAL,0,0,Everyone,Social,0.19,1,0.0,2017,7,24,4.1,0
BUSINESS,3757,0,Everyone,Business,0.05,1000000,0.0,2016,3,29,2.0,2
HEALTH_AND_FITNESS,16943,0,Everyone,Health & Fitness,0.32,1000000,0.0,2018,7,30,4.4,2
PERSONALIZATION,512102,0,Everyone,Personalization,0.3928871096877502,10000000,0.0,2018,7,16,3.8377519379844967,3
SPORTS,79464,0,Everyone,Sports,0.27,1000000,0.0,2018,8,6,4.4,3
FAMILY,3358,1,Everyone,Role Playing,0.17,100000,14.99,2018,8,1,2.3,2
PERSONALIZATION,128,0,Everyone,Personalization,0.11,10000,0.0,2017,9,27,4.0,1
MEDICAL,1747,0,Everyone,Medical,0.059000000000000004,100000,0.0,2016,10,17,4.0,2
GAME,30002,0,Teen,Casino,0.29,1000000,0.0,2018,2,8,4.0,3
FAMILY,4,0,Everyone,Education,0.013000000000000001,100,0.0,2017,8,22,4.1,0
BUSINESS,15,0,Everyone,Business,0.08,1000,0.0,2015,10,21,2.3,0
BUSINESS,127,0,Everyone,Business,0.013999999999999999,10000,0.0,2016,10,7,4.0,1
NEWS_AND_MAGAZINES,1032,0,Everyone,News & Magazines,0.3928871096877502,100000,0.0,2018,7,5,3.8377519379844967,2
GAME,3778921,0,Everyone,Arcade,0.75,100000000,0.0,2018,7,26,4.1,3
PERSONALIZATION,37237,0,Everyone,Personalization,0.039,5000000,0.0,2014,4,4,1.6,3
MEDICAL,529,0,Everyone,Medical,0.26,100000,0.0,2018,7,30,5.0,1
FAMILY,9,1,Everyone,Books & Reference;Creativity,0.77,100,2.99,2017,3,22,4.1,0
WEATHER,0,0,Everyone,Weather,0.039,10,0.0,2018,4,12,5.0,0
FAMILY,157997,0,Everyone,Simulation,0.27,10000000,0.0,2016,8,4,2.0,3
EDUCATION,275,0,Everyone,Education,0.023,50000,0.0,2013,12,2,2.1,1
ART_AND_DESIGN,801,1,Everyone,Art & Design,0.035,5000,1.99,2018,7,30,4.1,1
GAME,285814,0,Teen,Action,0.84,10000000,0.0,2018,6,26,4.0,3
HEALTH_AND_FITNESS,69279,0,Everyone,Health & Fitness,0.1,10000000,0.0,2018,7,23,4.2,3
TRAVEL_AND_LOCAL,16734,0,Everyone,Travel & Local,0.1,1000000,0.0,2018,7,31,5.0,2
FAMILY,1317,0,Everyone,Simulation,0.6,100000,0.0,2018,4,22,4.1,2
SPORTS,42767,0,Everyone,Sports,0.72,1000000,0.0,2018,7,26,4.3,3
AUTO_AND_VEHICLES,197,0,Everyone,Auto & Vehicles,0.034,50000,0.0,2018,6,14,4.0,1
SOCIAL,622,0,Mature 17+,Social,0.3928871096877502,100000,0.0,2018,5,23,3.8377519379844967,1
NEWS_AND_MAGAZINES,19,0,Everyone,News & Magazines,0.17,5000,0.0,2017,12,19,4.4,0
FOOD_AND_DRINK,22071,0,Everyone,Food & Drink,0.3928871096877502,1000000,0.0,2018,6,29,3.8377519379844967,2
LIFESTYLE,0,0,Everyone,Lifestyle,0.18,10,0.0,2017,1,17,4.1,0
FAMILY,38,0,Everyone,Education,0.065,1000,0.0,2017,9,21,4.0,1
TOOLS,9221,0,Everyone,Tools,0.017,1000000,0.0,2018,4,12,4.1,2
SHOPPING,41074,0,Everyone,Shopping,0.16,5000000,0.0,2018,6,27,4.1,3
SHOPPING,470,1,Everyone,Shopping,0.040999999999999995,10000,2.99,2018,7,17,4.1,1
LIFESTYLE,75,0,Everyone,Lifestyle,0.11,10000,0.0,2018,1,14,4.1,1
TOOLS,115409,0,Everyone,Tools,0.3928871096877502,10000000,0.0,2018,8,6,3.8377519379844967,3
LIFESTYLE,1658,0,Everyone,Lifestyle,0.09699999999999999,100000,0.0,2018,7,31,4.4,2
LIFESTYLE,686,0,Everyone,Lifestyle,0.066,10000,0.0,2018,7,11,4.3,1
TOOLS,24199,0,Everyone,Tools,0.039,50000000,0.0,2014,11,21,4.4,2
MEDICAL,568,0,Everyone,Medical,0.42,50000,0.0,2014,1,22,4.0,1
ART_AND_DESIGN,87510,0,Everyone,Art & Design,0.087,5000000,0.0,2018,8,1,4.0,3
GAME,43645,0,Everyone,Arcade,0.46,5000000,0.0,2018,5,25,4.1,3
HEALTH_AND_FITNESS,0,0,Everyone,Health & Fitness,0.12,10,0.0,2017,12,22,4.1,0
FAMILY,13,0,Everyone,Entertainment,0.06,100,0.0,2018,8,2,4.1,0
TOOLS,444,0,Everyone,Tools,0.016,100000,0.0,2017,7,14,3.0,1
PRODUCTIVITY,72161,0,Everyone,Productivity,0.049,1000000,0.0,2018,3,21,4.0,3
FINANCE,199684,0,Everyone,Finance,0.18,5000000,0.0,2018,7,19,3.8377519379844967,3
FAMILY,0,0,Everyone,Role Playing,0.3928871096877502,10,0.0,2018,3,10,3.8377519379844967,0
PHOTOGRAPHY,28390,0,Everyone,Photography,0.38,5000000,0.0,2017,7,19,5.0,3
EVENTS,9,0,Everyone,Events,0.39,1000,0.0,2018,5,29,4.1,0
NEWS_AND_MAGAZINES,2543,0,Everyone,News & Magazines,0.063,500000,0.0,2018,7,19,4.1,2
PRODUCTIVITY,8550,0,Everyone,Productivity,0.15,1000000,0.0,2018,7,25,4.0,2
COMMUNICATION,198,0,Everyone,Communication,2.19,50000,0.0,2017,2,21,4.0,1
GAME,31,0,Everyone,Trivia,0.26,1000,0.0,2017,8,31,4.0,1
FINANCE,52306,0,Everyone,Finance,0.42,5000000,0.0,2018,7,27,5.0,3
MEDICAL,19,0,Everyone,Medical,0.073,100,0.0,2018,6,16,4.1,0
FAMILY,244039,0,Everyone 10+,Role Playing,0.46,5000000,0.0,2018,6,4,4.0,3
PERSONALIZATION,6466641,0,Teen,Personalization,0.3928871096877502,100000000,0.0,2018,7,19,3.8377519379844967,3
LIFESTYLE,3,0,Everyone,Lifestyle,0.04,100,0.0,2018,7,29,4.0,0
FAMILY,11126,0,Everyone,Educational;Pretend Play,0.91,1000000,0.0,2018,3,23,4.1,2
FOOD_AND_DRINK,19314,0,Everyone,Food & Drink,0.43,1000000,0.0,2018,7,31,4.4,2
FAMILY,8,0,Everyone,Education,0.017,1000,0.0,2017,3,12,4.1,0
FAMILY,1,0,Everyone,Entertainment,0.027999999999999997,100,0.0,2018,4,22,4.1,0
TOOLS,31621,0,Everyone,Tools,2.08,5000000,0.0,2011,7,10,1.6,3
HEALTH_AND_FITNESS,524299,0,Everyone,Health & Fitness,0.3928871096877502,10000000,0.0,2018,6,29,3.8377519379844967,3
BOOKS_AND_REFERENCE,459,0,Everyone,Books & Reference,0.031,50000,0.0,2017,11,16,4.0,1
VIDEO_PLAYERS,8,0,Everyone,Video Players & Editors,0.025,500,0.0,2015,11,12,4.0,0
HEALTH_AND_FITNESS,979,0,Everyone,Health & Fitness,0.3928871096877502,50000,0.0,2017,12,24,3.8377519379844967,2
HOUSE_AND_HOME,0,0,Everyone,House & Home,0.053,100,0.0,2017,8,7,4.1,0
FAMILY,12,0,Teen,Entertainment,0.12,1000,0.0,2018,7,4,4.0,0
PHOTOGRAPHY,197295,0,Everyone,Photography,0.24,10000000,0.0,2017,6,23,4.0,3
MEDICAL,650,0,Everyone,Medical,0.27,100000,0.0,2018,7,23,4.4,1
FINANCE,58,0,Everyone,Finance,0.035,10000,0.0,2017,7,4,4.0,1
SPORTS,4549,0,Everyone,Sports,0.24,500000,0.0,2018,8,1,4.1,2
PERSONALIZATION,0,1,Everyone,Personalization,0.3,10,0.99,2018,5,2,4.1,0
TOOLS,2221,0,Everyone,Tools,0.049,5000000,0.0,2017,10,3,5.0,2
GAME,923,0,Teen,Action,0.67,100000,0.0,2018,7,17,4.1,2
FOOD_AND_DRINK,14,0,Everyone,Food & Drink,0.13,1000,0.0,2018,6,6,4.1,0
NEWS_AND_MAGAZINES,2,0,Everyone,News & Magazines,0.14,100,0.0,2018,7,18,5.0,0
SHOPPING,44071,0,Everyone,Shopping,0.56,5000000,0.0,2018,7,19,4.4,3
GAME,596,0,Teen,Adventure,0.91,100000,0.0,2017,8,17,4.1,1
FAMILY,35989,0,Everyone,Simulation,0.46,1000000,0.0,2015,8,7,2.0,3
PERSONALIZATION,322,0,Everyone,Personalization,0.068,50000,0.0,2017,5,29,4.1,1
FINANCE,11264,0,Everyone,Finance,0.24,1000000,0.0,2018,6,26,4.2,2
FINANCE,49275,0,Everyone,Finance,0.91,500000,0.0,2018,7,17,4.4,3
FAMILY,1985,1,Everyone 10+,Action;Action & Adventure,0.28,10000,3.99,2018,7,18,5.1,2
GAME,21,0,Everyone,Arcade,0.09,100,0.0,2017,6,30,4.0,0
LIFESTYLE,10,0,Everyone,Lifestyle,0.087,1000,0.0,2018,7,18,4.1,0
VIDEO_PLAYERS,61,0,Everyone,Video Players & Editors,0.061,10000,0.0,2018,7,30,4.0,1
MEDICAL,3596,0,Everyone,Medical,0.084,1000000,0.0,2018,7,18,4.0,2
FAMILY,456474,0,Teen,Role Playing,0.86,5000000,0.0,2018,7,24,4.4,3
COMMUNICATION,1044,0,Everyone,Communication,0.035,100000,0.0,2018,5,30,4.4,2
SHOPPING,94205,0,Everyone,Shopping,0.065,1000000,0.0,2018,6,13,4.4,3
ENTERTAINMENT,235496,0,Everyone,Entertainment;Brain Games,0.13,10000000,0.0,2018,7,29,4.1,3
GAME,8118880,0,Everyone,Arcade,0.3928871096877502,100000000,0.0,2018,8,3,4.1,3
GAME,6121,0,Mature 17+,Action,0.61,500000,0.0,2018,6,20,4.1,2
GAME,155694,0,Teen,Board,0.92,1000000,0.0,2018,7,13,4.0,3
GAME,45558,0,Everyone 10+,Action,0.53,5000000,0.0,2018,5,24,4.1,3
SOCIAL,19,0,Everyone,Social,0.031,1000,0.0,2018,5,29,4.1,0
COMMUNICATION,2063,0,Everyone,Communication,0.045,100000,0.0,2018,6,3,4.0,2
NEWS_AND_MAGAZINES,81,0,Mature 17+,News & Magazines,0.067,10000,0.0,2017,11,27,4.0,1
HEALTH_AND_FITNESS,0,0,Everyone 10+,Health & Fitness,0.094,10,0.0,2018,6,28,4.0,0
DATING,15081,0,Mature 17+,Dating,0.38,1000000,0.0,2018,7,26,4.1,2
MEDICAL,914,0,Everyone,Medical,0.3928871096877502,100000,0.0,2018,7,17,5.0,2
PERSONALIZATION,42190,0,Teen,Personalization,0.11,5000000,0.0,2018,7,8,3.8377519379844967,3
FAMILY,75,0,Everyone,Education,0.037000000000000005,500,0.0,2017,4,28,4.1,1
COMMUNICATION,115,0,Everyone,Communication,0.027999999999999997,5000,0.0,2016,7,15,4.1,1
PERSONALIZATION,7519,0,Everyone,Personalization,0.04,500000,0.0,2016,1,26,4.0,2
FAMILY,9443,0,Teen,Simulation,0.21,100000,0.0,2016,12,12,4.0,2
FAMILY,85578,0,Teen,Entertainment,0.3928871096877502,10000000,0.0,2018,8,1,3.8377519379844967,3
LIFESTYLE,6,0,Everyone,Lifestyle,0.13,100,0.0,2018,2,17,4.1,0
PERSONALIZATION,12,1,Everyone,Personalization,0.19,100,0.99,2015,8,20,5.0,0
FAMILY,187892,0,Everyone,Simulation,0.4,5000000,0.0,2018,5,10,4.0,3
SPORTS,410384,0,Everyone,Sports,0.3928871096877502,10000000,0.0,2018,7,31,3.8377519379844967,3
FAMILY,4288,0,Everyone,Entertainment,0.1,500000,0.0,2018,4,23,4.0,2
PRODUCTIVITY,16,1,Everyone,Productivity,2.93,100,6.49,2014,5,3,2.2,0
FAMILY,25489,0,Everyone,Simulation,0.62,1000000,0.0,2018,8,6,4.1,2
FAMILY,36578,0,Everyone,Education;Pretend Play,0.3928871096877502,1000000,0.0,2018,8,3,3.8377519379844967,3
TOOLS,85496,0,Everyone,Tools,0.057999999999999996,1000000,0.0,2018,2,14,4.0,3
FAMILY,1616,0,Everyone,Casual,0.03,500000,0.0,2017,1,8,2.1,2
GAME,1135631,0,Teen,Arcade,0.59,50000000,0.0,2018,5,29,4.0,3
NEWS_AND_MAGAZINES,31504,0,Everyone 10+,News & Magazines,0.31,1000000,0.0,2018,7,30,5.0,3
TOOLS,103909,0,Everyone,Tools,0.092,5000000,0.0,2018,5,11,4.3,3
LIBRARIES_AND_DEMO,15,0,Everyone,Libraries & Demo,4.6,1000,0.0,2017,2,5,1.6,0
BOOKS_AND_REFERENCE,1,1,Everyone,Books & Reference,0.085,10,6.49,2015,9,6,1.6,0
PERSONALIZATION,647844,0,Everyone,Personalization,0.3928871096877502,10000000,0.0,2018,7,24,3.8377519379844967,3
ENTERTAINMENT,103078,0,Everyone,Entertainment,0.055999999999999994,5000000,0.0,2018,7,5,2.0,3
GAME,4569,1,Everyone,Arcade,0.12,100000,0.99,2014,1,19,2.0,2
FAMILY,245839,0,Everyone,Casual,0.76,10000000,0.0,2017,4,3,4.1,3
PERSONALIZATION,216,0,Everyone,Personalization,0.057,50000,0.0,2018,4,13,4.1,1
FINANCE,129304,0,Everyone,Finance,0.3928871096877502,5000000,0.0,2018,8,2,3.8377519379844967,3
TOOLS,113951,0,Everyone,Tools,5.51,10000000,0.0,2015,4,15,1.6,3
COMMUNICATION,3,0,Everyone,Communication,0.081,500,0.0,2016,11,28,4.0,0
FAMILY,407,0,Mature 17+,Entertainment,3.06,50000,0.0,2017,4,11,2.2,1
PERSONALIZATION,1873,0,Everyone,Personalization,0.14,100000,0.0,2016,11,7,3.8377519379844967,2
LIBRARIES_AND_DEMO,3945,0,Everyone,Libraries & Demo,0.094,500000,0.0,2018,1,9,3.2,2
GAME,280098,0,Everyone,Arcade,0.5,10000000,0.0,2018,7,20,4.0,3
BUSINESS,0,0,Everyone,Business,0.05,5,0.0,2018,6,6,4.1,0
FAMILY,2,0,Everyone,Education,0.026000000000000002,500,0.0,2017,7,22,3.2,0
FINANCE,7,0,Everyone,Finance,0.021,1000,0.0,2018,2,6,4.0,0
